lng,lat,count
-179.50,-89.50,6.00
-179.50,-84.50,7.00
-179.50,-59.50,25.00
-179.50,-51.50,25.00
-179.50,-48.50,25.00
-179.50,-45.50,4.00
-179.50,-19.50,5.00
-179.50,-18.50,6.00
-179.50,-17.50,6.00
-179.50,-16.50,60.00
-179.50,16.50,25.00
-179.50,24.50,25.00
-179.50,29.50,2.00
-179.50,32.50,25.00
-179.50,43.50,2.00
-179.50,48.50,3.00
-179.50,50.50,3.00
-179.50,51.50,4.00
-179.50,65.50,5.00
-179.50,66.50,29.00
-179.50,67.50,3.00
-179.50,68.50,26.00
-179.50,71.50,4.00
-179.50,72.50,25.00
-179.50,88.50,26.00
-178.50,-80.50,2.00
-178.50,-48.50,25.00
-178.50,-23.50,11.00
-178.50,-20.50,25.00
-178.50,-19.50,9.00
-178.50,-18.50,19.00
-178.50,-17.50,23.00
-178.50,-14.50,33.00
-178.50,1.50,25.00
-178.50,26.50,25.00
-178.50,51.50,2.00
-178.50,52.50,2.00
-178.50,60.50,11.00
-178.50,65.50,19.00
-178.50,66.50,5.00
-178.50,67.50,13.00
-178.50,70.50,14.00
-178.50,71.50,2.00
-178.50,78.50,25.00
-177.50,-88.50,2.00
-177.50,-45.50,2.00
-177.50,-30.50,25.00
-177.50,-29.50,31.00
-177.50,-18.50,25.00
-177.50,-17.50,2.00
-177.50,-13.50,5.00
-177.50,5.50,25.00
-177.50,28.50,22.00
-177.50,30.50,8.00
-177.50,36.50,2.00
-177.50,52.50,2.00
-176.50,-84.50,2.00
-176.50,-70.50,25.00
-176.50,-62.50,25.00
-176.50,-57.50,25.00
-176.50,-49.50,25.00
-176.50,-44.50,9.00
-176.50,-43.50,187.00
-176.50,-34.50,25.00
-176.50,-13.50,254.00
-176.50,0.50,3.00
-176.50,5.50,2.00
-176.50,11.50,25.00
-176.50,19.50,49.00
-176.50,20.50,13.00
-176.50,23.50,2.00
-176.50,26.50,25.00
-176.50,30.50,11.00
-176.50,51.50,75.00
-176.50,60.50,26.00
-176.50,67.50,2.00
-176.50,68.50,25.00
-175.50,-84.50,2.00
-175.50,-80.50,25.00
-175.50,-75.50,25.00
-175.50,-48.50,27.00
-175.50,-43.50,4.00
-175.50,-23.50,25.00
-175.50,-21.50,315.00
-175.50,-20.50,31.00
-175.50,-19.50,2.00
-175.50,-15.50,6.00
-175.50,-6.50,25.00
-175.50,-1.50,3.00
-175.50,-0.50,2.00
-175.50,28.50,2.00
-175.50,52.50,2.00
-175.50,61.50,25.00
-175.50,64.50,20.00
-175.50,65.50,12.00
-175.50,67.50,10.00
-175.50,79.50,25.00
-175.50,84.50,2.00
-174.50,-82.50,2.00
-174.50,-44.50,2.00
-174.50,-21.50,19.00
-174.50,-20.50,18.00
-174.50,-19.50,82.00
-174.50,-18.50,32.00
-174.50,-14.50,2.00
-174.50,-12.50,2.00
-174.50,-11.50,25.00
-174.50,-6.50,25.00
-174.50,-4.50,2.00
-174.50,-3.50,25.00
-174.50,-0.50,2.00
-174.50,11.50,2.00
-174.50,14.50,25.00
-174.50,30.50,27.00
-174.50,44.50,25.00
-174.50,50.50,2.00
-174.50,52.50,25.00
-174.50,64.50,8.00
-174.50,65.50,14.00
-174.50,67.50,7.00
-173.50,-84.50,2.00
-173.50,-79.50,25.00
-173.50,-68.50,25.00
-173.50,-50.50,25.00
-173.50,-46.50,25.00
-173.50,-21.50,3.00
-173.50,-18.50,58.00
-173.50,-17.50,3.00
-173.50,-15.50,4.00
-173.50,-1.50,25.00
-173.50,0.50,25.00
-173.50,30.50,13.00
-173.50,52.50,5.00
-173.50,64.50,77.00
-173.50,66.50,2.00
-173.50,67.50,3.00
-173.50,72.50,25.00
-173.50,79.50,2.00
-172.50,-32.50,25.00
-172.50,-13.50,210.00
-172.50,-8.50,6.00
-172.50,-2.50,25.00
-172.50,1.50,17.00
-172.50,2.50,2.00
-172.50,6.50,25.00
-172.50,21.50,2.00
-172.50,29.50,25.00
-172.50,64.50,26.00
-172.50,65.50,37.00
-172.50,67.50,2.00
-172.50,68.50,2.00
-171.50,-85.50,2.00
-171.50,-42.50,25.00
-171.50,-40.50,25.00
-171.50,-37.50,25.00
-171.50,-14.50,18.00
-171.50,-13.50,438.00
-171.50,-11.50,5.00
-171.50,-9.50,141.00
-171.50,-8.50,4.00
-171.50,-4.50,5.00
-171.50,-2.50,4.00
-171.50,12.50,25.00
-171.50,59.50,25.00
-171.50,63.50,57.00
-171.50,64.50,2.00
-171.50,65.50,24.00
-171.50,66.50,13.00
-171.50,67.50,2.00
-171.50,73.50,25.00
-170.50,-84.50,2.00
-170.50,-81.50,25.00
-170.50,-80.50,2.00
-170.50,-67.50,25.00
-170.50,-65.50,25.00
-170.50,-51.50,3.00
-170.50,-47.50,25.00
-170.50,-35.50,25.00
-170.50,-14.50,285.00
-170.50,-12.50,5.00
-170.50,-7.50,4.00
-170.50,-3.50,5.00
-170.50,-2.50,25.00
-170.50,14.50,5.00
-170.50,19.50,25.00
-170.50,52.50,4.00
-170.50,57.50,72.00
-170.50,63.50,18.00
-170.50,65.50,21.00
-170.50,66.50,7.00
-169.50,-58.50,25.00
-169.50,-42.50,2.00
-169.50,-36.50,25.00
-169.50,-19.50,186.00
-169.50,-18.50,14.00
-169.50,-14.50,22.00
-169.50,-13.50,3.00
-169.50,24.50,25.00
-169.50,25.50,25.00
-169.50,29.50,25.00
-169.50,30.50,6.00
-169.50,34.50,25.00
-169.50,36.50,25.00
-169.50,55.50,2.00
-169.50,56.50,47.00
-169.50,57.50,3.00
-169.50,62.50,2.00
-169.50,65.50,11.00
-169.50,66.50,43.00
-168.50,-79.50,25.00
-168.50,5.50,25.00
-168.50,24.50,9.00
-168.50,36.50,25.00
-168.50,52.50,13.00
-168.50,53.50,6.00
-168.50,63.50,2.00
-168.50,65.50,28.00
-168.50,68.50,2.00
-167.50,-84.50,2.00
-167.50,-72.50,25.00
-167.50,-58.50,25.00
-167.50,-23.50,25.00
-167.50,-20.50,6.00
-167.50,2.50,25.00
-167.50,4.50,25.00
-167.50,53.50,10.00
-167.50,54.50,3.00
-167.50,60.50,2.00
-167.50,61.50,25.00
-167.50,65.50,21.00
-166.50,-57.50,25.00
-166.50,-56.50,25.00
-166.50,-49.50,25.00
-166.50,-36.50,25.00
-166.50,-33.50,2.00
-166.50,-12.50,2.00
-166.50,-8.50,25.00
-166.50,17.50,25.00
-166.50,53.50,100.00
-166.50,54.50,28.00
-166.50,59.50,4.00
-166.50,60.50,16.00
-166.50,61.50,29.00
-166.50,64.50,2.00
-166.50,65.50,39.00
-166.50,66.50,15.00
-166.50,68.50,33.00
-165.50,-77.50,25.00
-165.50,-69.50,25.00
-165.50,-49.50,26.00
-165.50,-37.50,25.00
-165.50,-29.50,2.00
-165.50,-20.50,25.00
-165.50,-11.50,2.00
-165.50,-10.50,4.00
-165.50,12.50,25.00
-165.50,22.50,25.00
-165.50,40.50,49.00
-165.50,47.50,25.00
-165.50,51.50,3.00
-165.50,54.50,27.00
-165.50,59.50,2.00
-165.50,60.50,56.00
-165.50,61.50,33.00
-165.50,62.50,3.00
-165.50,64.50,153.00
-165.50,65.50,3.00
-165.50,67.50,25.00
-165.50,68.50,5.00
-165.50,77.50,2.00
-164.50,-86.50,2.00
-164.50,-85.50,2.00
-164.50,-81.50,2.00
-164.50,-22.50,25.00
-164.50,-19.50,2.00
-164.50,50.50,25.00
-164.50,53.50,25.00
-164.50,54.50,3.00
-164.50,55.50,5.00
-164.50,59.50,14.00
-164.50,60.50,28.00
-164.50,61.50,3.00
-164.50,62.50,59.00
-164.50,64.50,6.00
-164.50,65.50,20.00
-164.50,66.50,24.00
-164.50,67.50,24.00
-164.50,70.50,2.00
-164.50,76.50,25.00
-164.50,85.50,26.00
-163.50,-75.50,25.00
-163.50,-56.50,2.00
-163.50,-51.50,25.00
-163.50,-48.50,3.00
-163.50,-39.50,25.00
-163.50,-33.50,25.00
-163.50,-24.50,2.00
-163.50,-18.50,20.00
-163.50,-17.50,2.00
-163.50,-13.50,30.00
-163.50,1.50,2.00
-163.50,33.50,25.00
-163.50,39.50,25.00
-163.50,42.50,25.00
-163.50,51.50,2.00
-163.50,54.50,14.00
-163.50,55.50,2.00
-163.50,59.50,12.00
-163.50,60.50,2.00
-163.50,61.50,2.00
-163.50,62.50,35.00
-163.50,63.50,14.00
-163.50,64.50,36.00
-163.50,65.50,36.00
-163.50,66.50,26.00
-163.50,69.50,13.00
-163.50,81.50,25.00
-162.50,-67.50,25.00
-162.50,-44.50,25.00
-162.50,-21.50,25.00
-162.50,5.50,19.00
-162.50,33.50,25.00
-162.50,44.50,13.00
-162.50,54.50,2.00
-162.50,55.50,62.00
-162.50,58.50,15.00
-162.50,59.50,11.00
-162.50,60.50,54.00
-162.50,61.50,25.00
-162.50,63.50,28.00
-162.50,64.50,24.00
-162.50,65.50,9.00
-162.50,66.50,114.00
-162.50,67.50,16.00
-162.50,68.50,19.00
-162.50,69.50,31.00
-162.50,77.50,24.00
-161.50,-54.50,24.00
-161.50,-28.50,25.00
-161.50,-25.50,25.00
-161.50,-15.50,33.00
-161.50,-10.50,13.00
-161.50,2.50,2.00
-161.50,9.50,25.00
-161.50,54.50,2.00
-161.50,55.50,3.00
-161.50,56.50,16.00
-161.50,59.50,43.00
-161.50,60.50,202.00
-161.50,61.50,19.00
-161.50,63.50,2.00
-161.50,64.50,34.00
-161.50,65.50,16.00
-161.50,66.50,43.00
-161.50,70.50,2.00
-161.50,72.50,25.00
-160.50,-86.50,2.00
-160.50,-85.50,2.00
-160.50,-66.50,25.00
-160.50,-61.50,25.00
-160.50,-41.50,2.00
-160.50,-10.50,3.00
-160.50,-9.50,2.00
-160.50,-0.50,9.00
-160.50,4.50,3.00
-160.50,8.50,25.00
-160.50,21.50,3.00
-160.50,28.50,25.00
-160.50,32.50,2.00
-160.50,36.50,4.00
-160.50,45.50,25.00
-160.50,48.50,25.00
-160.50,55.50,49.00
-160.50,56.50,2.00
-160.50,58.50,5.00
-160.50,59.50,29.00
-160.50,60.50,3.00
-160.50,61.50,37.00
-160.50,62.50,24.00
-160.50,63.50,30.00
-160.50,64.50,2.00
-160.50,66.50,30.00
-160.50,70.50,16.00
-159.50,-58.50,25.00
-159.50,-21.50,280.00
-159.50,-19.50,2.00
-159.50,-18.50,55.00
-159.50,-13.50,2.00
-159.50,-9.50,2.00
-159.50,2.50,2.00
-159.50,3.50,28.00
-159.50,5.50,2.00
-159.50,20.50,3.00
-159.50,21.50,804.00
-159.50,22.50,667.00
-159.50,25.50,3.00
-159.50,37.50,25.00
-159.50,41.50,49.00
-159.50,42.50,25.00
-159.50,55.50,17.00
-159.50,56.50,2.00
-159.50,58.50,13.00
-159.50,60.50,2.00
-159.50,61.50,27.00
-159.50,62.50,30.00
-159.50,63.50,3.00
-159.50,66.50,7.00
-159.50,68.50,3.00
-159.50,70.50,8.00
-159.50,71.50,25.00
-159.50,80.50,2.00
-158.50,-85.50,2.00
-158.50,-20.50,2.00
-158.50,-19.50,8.00
-158.50,-9.50,11.00
-158.50,-8.50,3.00
-158.50,-1.50,2.00
-158.50,5.50,2.00
-158.50,19.50,2.00
-158.50,21.50,19814.00
-158.50,23.50,5.00
-158.50,52.50,3.00
-158.50,55.50,4.00
-158.50,56.50,70.00
-158.50,57.50,2.00
-158.50,58.50,22.00
-158.50,59.50,63.00
-158.50,61.50,12.00
-158.50,62.50,3.00
-158.50,64.50,32.00
-158.50,68.50,2.00
-158.50,69.50,5.00
-157.50,-81.50,25.00
-157.50,-75.50,25.00
-157.50,-58.50,2.00
-157.50,-25.50,3.00
-157.50,-21.50,8.00
-157.50,-20.50,9.00
-157.50,-19.50,7.00
-157.50,-9.50,26.00
-157.50,-7.50,2.00
-157.50,-4.50,2.00
-157.50,-2.50,2.00
-157.50,1.50,148.00
-157.50,2.50,67.00
-157.50,9.50,25.00
-157.50,20.50,33.00
-157.50,21.50,28033.00
-157.50,22.50,4.00
-157.50,56.50,2.00
-157.50,57.50,17.00
-157.50,58.50,58.00
-157.50,59.50,42.00
-157.50,61.50,38.00
-157.50,62.50,2.00
-157.50,63.50,2.00
-157.50,64.50,13.00
-157.50,66.50,14.00
-157.50,67.50,17.00
-157.50,68.50,3.00
-157.50,70.50,17.00
-157.50,71.50,2.00
-157.50,75.50,25.00
-157.50,76.50,25.00
-156.50,-85.50,2.00
-156.50,-42.50,2.00
-156.50,3.50,2.00
-156.50,17.50,2.00
-156.50,19.50,332.00
-156.50,20.50,3432.00
-156.50,21.50,156.00
-156.50,40.50,2.00
-156.50,57.50,3.00
-156.50,58.50,46.00
-156.50,59.50,55.00
-156.50,61.50,21.00
-156.50,62.50,9.00
-156.50,63.50,6.00
-156.50,64.50,51.00
-156.50,65.50,14.00
-156.50,66.50,6.00
-156.50,67.50,2.00
-156.50,68.50,2.00
-156.50,71.50,102.00
-156.50,72.50,2.00
-156.50,73.50,2.00
-155.50,-83.50,25.00
-155.50,-24.50,25.00
-155.50,-20.50,25.00
-155.50,-5.50,3.00
-155.50,10.50,2.00
-155.50,18.50,21.00
-155.50,19.50,3875.00
-155.50,20.50,55682.00
-155.50,21.50,2.00
-155.50,43.50,25.00
-155.50,56.50,2.00
-155.50,57.50,3.00
-155.50,58.50,34.00
-155.50,59.50,20.00
-155.50,60.50,18.00
-155.50,61.50,9.00
-155.50,62.50,43.00
-155.50,63.50,14.00
-155.50,64.50,21.00
-155.50,66.50,9.00
-155.50,70.50,2.00
-155.50,71.50,2.00
-155.50,72.50,2.00
-155.50,82.50,25.00
-154.50,-86.50,2.00
-154.50,-72.50,25.00
-154.50,-58.50,25.00
-154.50,-54.50,5.00
-154.50,-53.50,2.00
-154.50,-48.50,25.00
-154.50,-23.50,25.00
-154.50,-4.50,3.00
-154.50,11.50,25.00
-154.50,15.50,25.00
-154.50,19.50,621.00
-154.50,20.50,4.00
-154.50,40.50,3.00
-154.50,56.50,18.00
-154.50,57.50,17.00
-154.50,58.50,3.00
-154.50,59.50,57.00
-154.50,60.50,41.00
-154.50,63.50,24.00
-154.50,64.50,3.00
-154.50,65.50,2.00
-154.50,66.50,11.00
-154.50,69.50,2.00
-154.50,70.50,2.00
-154.50,81.50,25.00
-153.50,-77.50,2.00
-153.50,-55.50,25.00
-153.50,-27.50,28.00
-153.50,-16.50,2.00
-153.50,2.50,10.00
-153.50,10.50,25.00
-153.50,17.50,2.00
-153.50,24.50,25.00
-153.50,30.50,49.00
-153.50,33.50,25.00
-153.50,53.50,3.00
-153.50,57.50,41.00
-153.50,59.50,14.00
-153.50,60.50,3.00
-153.50,61.50,2.00
-153.50,62.50,12.00
-153.50,65.50,12.00
-153.50,66.50,7.00
-153.50,84.50,25.00
-152.50,-77.50,2.00
-152.50,-53.50,25.00
-152.50,-45.50,2.00
-152.50,-42.50,25.00
-152.50,-34.50,25.00
-152.50,-22.50,20.00
-152.50,-16.50,36.00
-152.50,0.50,2.00
-152.50,5.50,25.00
-152.50,26.50,25.00
-152.50,29.50,25.00
-152.50,46.50,25.00
-152.50,57.50,297.00
-152.50,58.50,11.00
-152.50,60.50,34.00
-152.50,61.50,12.00
-152.50,62.50,17.00
-152.50,63.50,26.00
-152.50,65.50,35.00
-152.50,66.50,17.00
-152.50,67.50,25.00
-152.50,68.50,10.00
-152.50,69.50,9.00
-151.50,-85.50,2.00
-151.50,-60.50,25.00
-151.50,-22.50,16.00
-151.50,-21.50,3.00
-151.50,-20.50,2.00
-151.50,-16.50,739.00
-151.50,0.50,2.00
-151.50,12.50,25.00
-151.50,18.50,2.00
-151.50,45.50,25.00
-151.50,58.50,3.00
-151.50,59.50,1289.00
-151.50,60.50,808.00
-151.50,61.50,75.00
-151.50,62.50,2.00
-151.50,63.50,24.00
-151.50,64.50,10.00
-151.50,65.50,5.00
-151.50,66.50,51.00
-151.50,68.50,22.00
-151.50,70.50,20.00
-150.50,-71.50,25.00
-150.50,-45.50,2.00
-150.50,-37.50,25.00
-150.50,-17.50,2.00
-150.50,-16.50,47.00
-150.50,-14.50,25.00
-150.50,-13.50,25.00
-150.50,59.50,69.00
-150.50,60.50,71.00
-150.50,61.50,197.00
-150.50,62.50,134.00
-150.50,63.50,18.00
-150.50,64.50,55.00
-150.50,65.50,22.00
-150.50,66.50,9.00
-150.50,67.50,26.00
-150.50,68.50,26.00
-150.50,70.50,417.00
-150.50,72.50,25.00
-149.50,-87.50,2.00
-149.50,-82.50,25.00
-149.50,-67.50,25.00
-149.50,-23.50,41.00
-149.50,-19.50,27.00
-149.50,-18.50,2.00
-149.50,-17.50,3651.00
-149.50,-16.50,3.00
-149.50,-15.50,2.00
-149.50,-14.50,3.00
-149.50,59.50,14.00
-149.50,60.50,335.00
-149.50,61.50,9751.00
-149.50,62.50,41.00
-149.50,63.50,23.00
-149.50,64.50,69.00
-149.50,65.50,16.00
-149.50,66.50,13.00
-149.50,67.50,2.00
-149.50,68.50,68.00
-149.50,70.50,43.00
-149.50,80.50,25.00
-148.50,-86.50,3.00
-148.50,-85.50,2.00
-148.50,-81.50,2.00
-148.50,-77.50,25.00
-148.50,-67.50,25.00
-148.50,-32.50,25.00
-148.50,-18.50,2.00
-148.50,-17.50,2.00
-148.50,-15.50,29.00
-148.50,-14.50,17.00
-148.50,31.50,2.00
-148.50,40.50,2.00
-148.50,44.50,25.00
-148.50,60.50,121.00
-148.50,61.50,114.00
-148.50,62.50,9.00
-148.50,63.50,88.00
-148.50,64.50,33.00
-148.50,65.50,10.00
-148.50,67.50,17.00
-148.50,69.50,27.00
-148.50,70.50,100.00
-148.50,76.50,25.00
-147.50,-86.50,2.00
-147.50,-85.50,2.00
-147.50,-76.50,3.00
-147.50,-69.50,25.00
-147.50,-23.50,31.00
-147.50,-15.50,19.00
-147.50,-14.50,60.00
-147.50,-7.50,2.00
-147.50,9.50,25.00
-147.50,10.50,2.00
-147.50,14.50,25.00
-147.50,42.50,25.00
-147.50,53.50,2.00
-147.50,59.50,2.00
-147.50,60.50,34.00
-147.50,61.50,33.00
-147.50,62.50,8.00
-147.50,64.50,2402.00
-147.50,65.50,135.00
-147.50,66.50,11.00
-147.50,70.50,19.00
-146.50,-76.50,2.00
-146.50,-66.50,25.00
-146.50,-53.50,25.00
-146.50,-46.50,25.00
-146.50,-42.50,25.00
-146.50,-35.50,25.00
-146.50,-33.50,25.00
-146.50,-27.50,25.00
-146.50,-15.50,29.00
-146.50,-14.50,8.00
-146.50,56.50,25.00
-146.50,57.50,25.00
-146.50,59.50,15.00
-146.50,60.50,20.00
-146.50,61.50,179.00
-146.50,63.50,2.00
-146.50,64.50,42.00
-146.50,65.50,3.00
-146.50,66.50,27.00
-146.50,67.50,9.00
-146.50,69.50,3.00
-146.50,70.50,7.00
-146.50,75.50,25.00
-145.50,-79.50,2.00
-145.50,-77.50,2.00
-145.50,-76.50,4.00
-145.50,-74.50,25.00
-145.50,-38.50,13.00
-145.50,-17.50,26.00
-145.50,-16.50,57.00
-145.50,-15.50,27.00
-145.50,-14.50,42.00
-145.50,15.50,25.00
-145.50,47.50,2.00
-145.50,59.50,7.00
-145.50,60.50,82.00
-145.50,61.50,24.00
-145.50,62.50,103.00
-145.50,63.50,59.00
-145.50,64.50,146.00
-145.50,65.50,2.00
-145.50,66.50,29.00
-145.50,67.50,2.00
-145.50,68.50,16.00
-145.50,69.50,2.00
-144.50,-80.50,2.00
-144.50,-68.50,25.00
-144.50,-42.50,25.00
-144.50,-28.50,25.00
-144.50,-27.50,32.00
-144.50,-19.50,34.00
-144.50,-16.50,40.00
-144.50,-14.50,7.00
-144.50,46.50,25.00
-144.50,59.50,2.00
-144.50,60.50,5.00
-144.50,61.50,20.00
-144.50,62.50,14.00
-144.50,63.50,2.00
-144.50,64.50,9.00
-144.50,65.50,22.00
-144.50,68.50,5.00
-144.50,72.50,25.00
-143.50,-84.50,25.00
-143.50,-76.50,3.00
-143.50,-75.50,2.00
-143.50,-66.50,25.00
-143.50,-60.50,25.00
-143.50,-33.50,2.00
-143.50,-27.50,3.00
-143.50,-16.50,39.00
-143.50,5.50,2.00
-143.50,12.50,25.00
-143.50,22.50,25.00
-143.50,39.50,25.00
-143.50,60.50,2.00
-143.50,61.50,2.00
-143.50,62.50,25.00
-143.50,63.50,147.00
-143.50,64.50,2.00
-143.50,66.50,44.00
-143.50,69.50,2.00
-143.50,70.50,46.00
-143.50,79.50,25.00
-142.50,-85.50,2.00
-142.50,-83.50,2.00
-142.50,-75.50,2.00
-142.50,-56.50,3.00
-142.50,-33.50,2.00
-142.50,-27.50,2.00
-142.50,-26.50,25.00
-142.50,-23.50,25.00
-142.50,-17.50,15.00
-142.50,-16.50,22.00
-142.50,-15.50,5.00
-142.50,4.50,25.00
-142.50,37.50,4.00
-142.50,47.50,2.00
-142.50,52.50,27.00
-142.50,55.50,2.00
-142.50,60.50,25.00
-142.50,61.50,116.00
-142.50,62.50,21.00
-142.50,63.50,32.00
-142.50,64.50,2.00
-142.50,65.50,2.00
-142.50,66.50,2.00
-141.50,-75.50,2.00
-141.50,-67.50,25.00
-141.50,-45.50,25.00
-141.50,-18.50,2.00
-141.50,-15.50,2.00
-141.50,-14.50,10.00
-141.50,-12.50,25.00
-141.50,-3.50,25.00
-141.50,-2.50,25.00
-141.50,34.50,3.00
-141.50,37.50,2.00
-141.50,48.50,25.00
-141.50,49.50,25.00
-141.50,59.50,6.00
-141.50,60.50,3.00
-141.50,61.50,3.00
-141.50,62.50,45.00
-141.50,63.50,16.00
-141.50,64.50,29.00
-141.50,65.50,2.00
-141.50,67.50,2.00
-141.50,83.50,25.00
-140.50,-76.50,25.00
-140.50,-60.50,25.00
-140.50,-18.50,42.00
-140.50,-17.50,15.00
-140.50,-15.50,17.00
-140.50,-9.50,39.00
-140.50,-8.50,110.00
-140.50,-7.50,2.00
-140.50,14.50,2.00
-140.50,30.50,37.00
-140.50,36.50,10.00
-140.50,50.50,2.00
-140.50,60.50,3.00
-140.50,61.50,9.00
-140.50,62.50,45.00
-140.50,63.50,3.00
-140.50,64.50,16.00
-140.50,67.50,3.00
-140.50,68.50,7.00
-140.50,69.50,17.00
-140.50,70.50,25.00
-139.50,-81.50,2.00
-139.50,-55.50,25.00
-139.50,-15.50,2.00
-139.50,-9.50,84.00
-139.50,-8.50,30.00
-139.50,3.50,4.00
-139.50,4.50,3.00
-139.50,26.50,25.00
-139.50,35.50,49.00
-139.50,36.50,10.00
-139.50,59.50,81.00
-139.50,60.50,11.00
-139.50,61.50,30.00
-139.50,63.50,16.00
-139.50,64.50,84.00
-139.50,67.50,55.00
-139.50,70.50,2.00
-138.50,-85.50,2.00
-138.50,-83.50,2.00
-138.50,-51.50,25.00
-138.50,-20.50,9.00
-138.50,-19.50,9.00
-138.50,-18.50,10.00
-138.50,-17.50,9.00
-138.50,-14.50,9.00
-138.50,-10.50,27.00
-138.50,-9.50,30.00
-138.50,-2.50,25.00
-138.50,3.50,2.00
-138.50,19.50,2.00
-138.50,33.50,2.00
-138.50,57.50,25.00
-138.50,59.50,5.00
-138.50,61.50,31.00
-138.50,62.50,8.00
-138.50,63.50,24.00
-138.50,64.50,8.00
-138.50,66.50,5.00
-138.50,69.50,9.00
-137.50,-82.50,2.00
-137.50,-49.50,2.00
-137.50,-18.50,9.00
-137.50,0.50,25.00
-137.50,33.50,25.00
-137.50,58.50,7.00
-137.50,59.50,7.00
-137.50,60.50,38.00
-137.50,61.50,32.00
-137.50,62.50,7.00
-137.50,63.50,15.00
-137.50,67.50,6.00
-137.50,68.50,7.00
-137.50,69.50,10.00
-136.50,-75.50,2.00
-136.50,-41.50,25.00
-136.50,-24.50,25.00
-136.50,-21.50,9.00
-136.50,-18.50,9.00
-136.50,-14.50,2.00
-136.50,22.50,25.00
-136.50,23.50,25.00
-136.50,33.50,25.00
-136.50,40.50,2.00
-136.50,47.50,25.00
-136.50,57.50,145.00
-136.50,58.50,270.00
-136.50,59.50,15.00
-136.50,60.50,24.00
-136.50,62.50,34.00
-136.50,63.50,9.00
-136.50,66.50,32.00
-136.50,67.50,33.00
-136.50,68.50,2.00
-136.50,70.50,25.00
-136.50,78.50,25.00
-135.50,-80.50,25.00
-135.50,-75.50,2.00
-135.50,-44.50,25.00
-135.50,-42.50,25.00
-135.50,-35.50,24.00
-135.50,-21.50,9.00
-135.50,-14.50,25.00
-135.50,21.50,3.00
-135.50,23.50,2.00
-135.50,48.50,25.00
-135.50,49.50,25.00
-135.50,56.50,165.00
-135.50,57.50,542.00
-135.50,58.50,229.00
-135.50,59.50,313.00
-135.50,60.50,658.00
-135.50,61.50,6.00
-135.50,62.50,7.00
-135.50,63.50,44.00
-135.50,68.50,18.00
-135.50,69.50,9.00
-135.50,70.50,2.00
-134.50,-85.50,2.00
-134.50,-82.50,2.00
-134.50,-78.50,25.00
-134.50,-50.50,25.00
-134.50,-45.50,25.00
-134.50,-25.50,25.00
-134.50,-23.50,41.00
-134.50,-22.50,5.00
-134.50,-7.50,2.00
-134.50,30.50,48.00
-134.50,55.50,26.00
-134.50,56.50,297.00
-134.50,57.50,220.00
-134.50,58.50,1184.00
-134.50,59.50,6.00
-134.50,60.50,140.00
-134.50,61.50,4.00
-134.50,63.50,25.00
-134.50,65.50,3.00
-134.50,66.50,7.00
-134.50,67.50,23.00
-134.50,68.50,15.00
-134.50,76.50,2.00
-133.50,-81.50,25.00
-133.50,-78.50,25.00
-133.50,-75.50,2.00
-133.50,-63.50,25.00
-133.50,-9.50,5.00
-133.50,-0.50,25.00
-133.50,0.50,2.00
-133.50,12.50,3.00
-133.50,46.50,24.00
-133.50,48.50,4.00
-133.50,53.50,4.00
-133.50,54.50,28.00
-133.50,55.50,267.00
-133.50,56.50,293.00
-133.50,57.50,163.00
-133.50,58.50,13.00
-133.50,59.50,45.00
-133.50,60.50,11.00
-133.50,61.50,4.00
-133.50,62.50,37.00
-133.50,66.50,27.00
-133.50,67.50,12.00
-133.50,68.50,209.00
-133.50,69.50,41.00
-132.50,-74.50,2.00
-132.50,-21.50,25.00
-132.50,-12.50,25.00
-132.50,13.50,2.00
-132.50,37.50,25.00
-132.50,40.50,25.00
-132.50,48.50,16.00
-132.50,52.50,2.00
-132.50,53.50,67.00
-132.50,54.50,211.00
-132.50,55.50,370.00
-132.50,56.50,370.00
-132.50,57.50,18.00
-132.50,60.50,104.00
-132.50,61.50,14.00
-132.50,62.50,2.00
-132.50,63.50,25.00
-132.50,66.50,2.00
-132.50,69.50,3.00
-131.50,-85.50,2.00
-131.50,-80.50,2.00
-131.50,-74.50,2.00
-131.50,-73.50,2.00
-131.50,-30.50,25.00
-131.50,-20.50,25.00
-131.50,0.50,3.00
-131.50,8.50,25.00
-131.50,24.50,25.00
-131.50,32.50,2.00
-131.50,51.50,25.00
-131.50,52.50,106.00
-131.50,53.50,63.00
-131.50,54.50,46.00
-131.50,55.50,619.00
-131.50,56.50,34.00
-131.50,57.50,10.00
-131.50,60.50,2.00
-131.50,62.50,2.00
-131.50,67.50,3.00
-131.50,69.50,25.00
-131.50,81.50,25.00
-131.50,84.50,25.00
-130.50,-73.50,25.00
-130.50,-32.50,25.00
-130.50,-26.50,25.00
-130.50,-25.50,27.00
-130.50,-7.50,25.00
-130.50,8.50,2.00
-130.50,29.50,2.00
-130.50,38.50,25.00
-130.50,50.50,2.00
-130.50,52.50,2.00
-130.50,53.50,142.00
-130.50,54.50,720.00
-130.50,55.50,156.00
-130.50,56.50,15.00
-130.50,57.50,3.00
-130.50,58.50,21.00
-130.50,59.50,3.00
-130.50,60.50,14.00
-130.50,61.50,25.00
-130.50,62.50,6.00
-130.50,63.50,6.00
-130.50,64.50,25.00
-130.50,65.50,6.00
-130.50,67.50,8.00
-130.50,69.50,16.00
-129.50,-73.50,25.00
-129.50,-44.50,4.00
