lng,lat,count
14.50,63.50,27436.00
14.50,64.50,1806.00
14.50,65.50,2888.00
14.50,66.50,22017.00
14.50,67.50,74807.00
14.50,68.50,29999.00
14.50,69.50,215.00
14.50,70.50,113.00
14.50,71.50,33.00
14.50,72.50,26.00
14.50,74.50,13.00
14.50,75.50,9.00
14.50,76.50,16.00
14.50,77.50,333.00
14.50,78.50,363.00
14.50,79.50,35.00
15.50,-71.50,2.00
15.50,-68.50,67.00
15.50,-55.50,2.00
15.50,-34.50,25.00
15.50,-32.50,5.00
15.50,-31.50,2.00
15.50,-29.50,3.00
15.50,-28.50,9.00
15.50,-27.50,4.00
15.50,-26.50,75.00
15.50,-25.50,2.00
15.50,-24.50,17.00
15.50,-23.50,37.00
15.50,-22.50,11.00
15.50,-21.50,77.00
15.50,-20.50,16.00
15.50,-19.50,32.00
15.50,-18.50,5.00
15.50,-17.50,102.00
15.50,-16.50,18.00
15.50,-15.50,2.00
15.50,-14.50,35.00
15.50,-13.50,52.00
15.50,-12.50,207.00
15.50,-11.50,59.00
15.50,-10.50,39.00
15.50,-9.50,68.00
15.50,-8.50,234.00
15.50,-7.50,262.00
15.50,-6.50,108.00
15.50,-5.50,95.00
15.50,-4.50,2400.00
15.50,-3.50,28.00
15.50,-2.50,74.00
15.50,-1.50,168.00
15.50,-0.50,133.00
15.50,0.50,19.00
15.50,1.50,14.00
15.50,2.50,30.00
15.50,3.50,11.00
15.50,4.50,74.00
15.50,5.50,100.00
15.50,6.50,23.00
15.50,7.50,116.00
15.50,8.50,150.00
15.50,9.50,184.00
15.50,10.50,184.00
15.50,11.50,112.00
15.50,12.50,512.00
15.50,13.50,144.00
15.50,14.50,61.00
15.50,15.50,8.00
15.50,21.50,2.00
15.50,23.50,2.00
15.50,25.50,2.00
15.50,26.50,2.00
15.50,27.50,61.00
15.50,28.50,13.00
15.50,29.50,35.00
15.50,30.50,74.00
15.50,31.50,30.00
15.50,32.50,269.00
15.50,33.50,19.00
15.50,34.50,17.00
15.50,35.50,30.00
15.50,36.50,2772.00
15.50,37.50,27324.00
15.50,38.50,17222.00
15.50,39.50,3166.00
15.50,40.50,14509.00
15.50,41.50,14911.00
15.50,42.50,376.00
15.50,43.50,10816.00
15.50,44.50,14121.00
15.50,45.50,61856.00
15.50,46.50,69868.00
15.50,47.50,81939.00
15.50,48.50,55205.00
15.50,49.50,98374.00
15.50,50.50,220815.00
15.50,51.50,25896.00
15.50,52.50,13894.00
15.50,53.50,7354.00
15.50,54.50,5635.00
15.50,55.50,6307.00
15.50,56.50,66238.00
15.50,57.50,41172.00
15.50,58.50,77406.00
15.50,59.50,75033.00
15.50,60.50,48910.00
15.50,61.50,8262.00
15.50,62.50,7052.00
15.50,63.50,7053.00
15.50,64.50,2769.00
15.50,65.50,3464.00
15.50,66.50,5006.00
15.50,67.50,22539.00
15.50,68.50,45035.00
15.50,69.50,2734.00
15.50,70.50,103.00
15.50,71.50,41.00
15.50,72.50,27.00
15.50,73.50,36.00
15.50,74.50,21.00
15.50,75.50,6.00
15.50,76.50,52.00
15.50,77.50,326.00
15.50,78.50,4762.00
15.50,79.50,8.00
15.50,80.50,3.00
15.50,81.50,3.00
16.50,-85.50,24.00
16.50,-83.50,10.00
16.50,-78.50,16.00
16.50,-66.50,25.00
16.50,-65.50,25.00
16.50,-40.50,2.00
16.50,-33.50,3.00
16.50,-29.50,89.00
16.50,-28.50,239.00
16.50,-27.50,35.00
16.50,-26.50,11.00
16.50,-25.50,19.00
16.50,-24.50,36.00
16.50,-23.50,62.00
16.50,-22.50,75.00
16.50,-21.50,52.00
16.50,-20.50,99.00
16.50,-19.50,12.00
16.50,-18.50,105.00
16.50,-17.50,36.00
16.50,-16.50,2.00
16.50,-15.50,3.00
16.50,-14.50,14.00
16.50,-13.50,47.00
16.50,-12.50,118.00
16.50,-11.50,67.00
16.50,-10.50,9.00
16.50,-9.50,111.00
16.50,-8.50,57.00
16.50,-7.50,52.00
16.50,-6.50,64.00
16.50,-5.50,34.00
16.50,-4.50,4.00
16.50,-3.50,22.00
16.50,-2.50,61.00
16.50,-1.50,52.00
16.50,-0.50,31.00
16.50,0.50,16.00
16.50,1.50,39.00
16.50,2.50,5.00
16.50,3.50,66.00
16.50,4.50,30.00
16.50,5.50,28.00
16.50,6.50,53.00
16.50,7.50,129.00
16.50,8.50,238.00
16.50,9.50,136.00
16.50,10.50,97.00
16.50,11.50,40.00
16.50,12.50,32.00
16.50,13.50,83.00
16.50,14.50,9.00
16.50,16.50,27.00
16.50,20.50,3.00
16.50,21.50,4.00
16.50,24.50,2.00
16.50,25.50,2.00
16.50,26.50,133.00
16.50,27.50,3.00
16.50,28.50,48.00
16.50,29.50,26.00
16.50,30.50,2.00
16.50,31.50,72.00
16.50,32.50,56.00
16.50,33.50,29.00
16.50,34.50,17.00
16.50,35.50,25.00
16.50,36.50,32.00
16.50,37.50,268.00
16.50,38.50,12917.00
16.50,39.50,15095.00
16.50,40.50,10185.00
16.50,41.50,24927.00
16.50,42.50,1391.00
16.50,43.50,25251.00
16.50,44.50,2662.00
16.50,45.50,30791.00
16.50,46.50,28681.00
16.50,47.50,70193.00
16.50,48.50,312516.00
16.50,49.50,212103.00
16.50,50.50,99967.00
16.50,51.50,58843.00
16.50,52.50,331835.00
16.50,53.50,8593.00
16.50,54.50,14192.00
16.50,55.50,1276.00
16.50,56.50,38823.00
16.50,57.50,42721.00
16.50,58.50,58758.00
16.50,59.50,91561.00
16.50,60.50,34078.00
16.50,61.50,23183.00
16.50,62.50,8113.00
16.50,63.50,8227.00
16.50,64.50,6862.00
16.50,65.50,1203.00
16.50,66.50,1695.00
16.50,67.50,4090.00
16.50,68.50,147280.00
16.50,69.50,6245.00
16.50,70.50,116.00
16.50,71.50,62.00
16.50,72.50,45.00
16.50,73.50,33.00
16.50,74.50,35.00
16.50,75.50,3.00
16.50,76.50,77.00
16.50,77.50,324.00
16.50,78.50,733.00
16.50,79.50,29.00
16.50,80.50,34.00
17.50,-59.50,3.00
17.50,-54.50,2.00
17.50,-36.50,3.00
17.50,-34.50,2.00
17.50,-33.50,126.00
17.50,-32.50,459.00
17.50,-31.50,52.00
17.50,-30.50,207.00
17.50,-29.50,448.00
17.50,-28.50,111.00
17.50,-27.50,23.00
17.50,-26.50,17.00
17.50,-25.50,21.00
17.50,-24.50,39.00
17.50,-23.50,58.00
17.50,-22.50,2050.00
17.50,-21.50,60.00
17.50,-20.50,10.00
17.50,-19.50,139.00
17.50,-18.50,18.00
17.50,-17.50,42.00
17.50,-16.50,32.00
17.50,-14.50,54.00
17.50,-13.50,37.00
17.50,-12.50,14.00
17.50,-11.50,31.00
17.50,-10.50,30.00
17.50,-9.50,42.00
17.50,-8.50,25.00
17.50,-7.50,24.00
17.50,-6.50,12.00
17.50,-5.50,30.00
17.50,-4.50,95.00
17.50,-3.50,57.00
17.50,-2.50,26.00
17.50,-1.50,25.00
17.50,-0.50,18.00
17.50,0.50,33.00
17.50,1.50,12.00
17.50,2.50,10.00
17.50,3.50,6.00
17.50,4.50,40.00
17.50,5.50,77.00
17.50,6.50,47.00
17.50,7.50,59.00
17.50,8.50,146.00
17.50,9.50,59.00
17.50,10.50,20.00
17.50,11.50,71.00
17.50,12.50,130.00
17.50,13.50,111.00
17.50,14.50,124.00
17.50,16.50,2.00
17.50,17.50,17.00
17.50,20.50,5.00
17.50,21.50,25.00
17.50,22.50,2.00
17.50,23.50,13.00
17.50,25.50,3.00
17.50,26.50,21.00
17.50,27.50,12.00
17.50,28.50,66.00
17.50,29.50,4.00
17.50,31.50,18.00
17.50,32.50,17.00
17.50,33.50,18.00
17.50,34.50,18.00
17.50,35.50,25.00
17.50,36.50,25.00
17.50,37.50,25.00
17.50,38.50,740.00
17.50,39.50,2643.00
17.50,40.50,23578.00
17.50,41.50,1508.00
17.50,42.50,3950.00
17.50,43.50,11090.00
17.50,44.50,6943.00
17.50,45.50,9614.00
17.50,46.50,16476.00
17.50,47.50,30364.00
17.50,48.50,162485.00
17.50,49.50,167577.00
17.50,50.50,51701.00
17.50,51.50,88376.00
17.50,52.50,32297.00
17.50,53.50,18430.00
17.50,54.50,10921.00
17.50,55.50,223.00
17.50,56.50,1998.00
17.50,57.50,3440.00
17.50,58.50,31726.00
17.50,59.50,357133.00
17.50,60.50,58155.00
17.50,61.50,19463.00
17.50,62.50,45683.00
17.50,63.50,8164.00
17.50,64.50,2503.00
17.50,65.50,3939.00
17.50,66.50,2322.00
17.50,67.50,3112.00
17.50,68.50,49375.00
17.50,69.50,24841.00
17.50,70.50,128.00
17.50,71.50,97.00
17.50,72.50,47.00
17.50,73.50,24.00
17.50,74.50,27.00
17.50,75.50,3.00
17.50,76.50,6.00
17.50,77.50,5.00
17.50,78.50,108.00
17.50,79.50,109.00
17.50,80.50,2.00
18.50,-78.50,24.00
18.50,-43.50,2.00
18.50,-34.50,15901.00
18.50,-33.50,50878.00
18.50,-32.50,1557.00
18.50,-31.50,694.00
18.50,-30.50,281.00
18.50,-29.50,169.00
18.50,-28.50,80.00
18.50,-27.50,44.00
18.50,-26.50,58.00
18.50,-25.50,28.00
18.50,-24.50,40.00
18.50,-23.50,29.00
18.50,-22.50,60.00
18.50,-21.50,11.00
18.50,-20.50,17.00
18.50,-19.50,57.00
18.50,-18.50,9.00
18.50,-17.50,22.00
18.50,-15.50,3.00
18.50,-14.50,5.00
18.50,-13.50,3.00
18.50,-12.50,29.00
18.50,-11.50,10.00
18.50,-10.50,22.00
18.50,-9.50,80.00
18.50,-8.50,23.00
18.50,-7.50,23.00
18.50,-6.50,8.00
18.50,-5.50,101.00
18.50,-4.50,64.00
18.50,-3.50,40.00
18.50,-2.50,34.00
18.50,-1.50,377.00
18.50,-0.50,32.00
18.50,0.50,98.00
18.50,1.50,59.00
18.50,2.50,19.00
18.50,3.50,33.00
18.50,4.50,413.00
18.50,5.50,42.00
18.50,6.50,14.00
18.50,7.50,28.00
18.50,8.50,58.00
18.50,9.50,117.00
18.50,10.50,38.00
18.50,11.50,40.00
18.50,12.50,114.00
18.50,13.50,213.00
18.50,14.50,2.00
18.50,15.50,4.00
18.50,17.50,31.00
18.50,18.50,52.00
18.50,25.50,2.00
18.50,27.50,26.00
18.50,29.50,4.00
18.50,30.50,30.00
18.50,31.50,17.00
18.50,32.50,18.00
18.50,33.50,166.00
18.50,34.50,33.00
18.50,35.50,33.00
18.50,36.50,25.00
18.50,37.50,25.00
18.50,38.50,26.00
18.50,39.50,2757.00
18.50,40.50,13206.00
18.50,41.50,32.00
18.50,42.50,12646.00
18.50,43.50,9683.00
18.50,44.50,7963.00
18.50,45.50,17254.00
18.50,46.50,27218.00
18.50,47.50,81208.00
18.50,48.50,63636.00
18.50,49.50,221956.00
18.50,50.50,109393.00
18.50,51.50,17515.00
18.50,52.50,16176.00
18.50,53.50,35615.00
18.50,54.50,100437.00
18.50,55.50,462.00
18.50,56.50,1568.00
18.50,57.50,23239.00
18.50,58.50,4131.00
18.50,59.50,740386.00
18.50,60.50,17260.00
18.50,61.50,234.00
18.50,62.50,4280.00
18.50,63.50,20091.00
18.50,64.50,5046.00
18.50,65.50,2867.00
18.50,66.50,1544.00
18.50,67.50,2227.00
18.50,68.50,15699.00
18.50,69.50,68220.00
18.50,70.50,1025.00
18.50,71.50,54.00
18.50,72.50,31.00
18.50,73.50,9.00
18.50,74.50,326.00
18.50,76.50,2.00
18.50,77.50,5.00
18.50,78.50,88.00
18.50,79.50,12.00
18.50,80.50,68.00
19.50,-82.50,25.00
19.50,-57.50,2.00
19.50,-53.50,25.00
19.50,-51.50,2.00
19.50,-49.50,25.00
19.50,-38.50,25.00
19.50,-34.50,3701.00
19.50,-33.50,3430.00
19.50,-32.50,771.00
19.50,-31.50,240.00
19.50,-30.50,146.00
19.50,-29.50,117.00
19.50,-28.50,121.00
19.50,-27.50,16.00
19.50,-26.50,14.00
19.50,-25.50,8.00
19.50,-24.50,26.00
19.50,-23.50,12.00
19.50,-22.50,21.00
19.50,-21.50,2.00
19.50,-20.50,3.00
19.50,-18.50,7.00
19.50,-17.50,103.00
19.50,-16.50,2.00
19.50,-15.50,5.00
19.50,-14.50,5.00
19.50,-13.50,11.00
19.50,-12.50,15.00
19.50,-11.50,44.00
19.50,-10.50,18.00
19.50,-9.50,10.00
19.50,-8.50,16.00
19.50,-7.50,35.00
19.50,-6.50,7.00
19.50,-5.50,12.00
19.50,-4.50,62.00
19.50,-3.50,2.00
19.50,-2.50,4.00
19.50,-1.50,5.00
19.50,-0.50,21.00
19.50,0.50,16.00
19.50,1.50,17.00
19.50,2.50,6.00
19.50,3.50,87.00
19.50,4.50,29.00
19.50,5.50,98.00
19.50,6.50,36.00
19.50,7.50,26.00
19.50,8.50,21.00
19.50,9.50,14.00
19.50,10.50,24.00
19.50,11.50,39.00
19.50,12.50,44.00
19.50,13.50,166.00
19.50,14.50,10.00
19.50,15.50,2.00
19.50,17.50,36.00
19.50,18.50,13.00
19.50,19.50,7.00
19.50,20.50,26.00
19.50,21.50,3.00
19.50,23.50,5.00
19.50,28.50,11.00
19.50,29.50,6.00
19.50,30.50,48.00
19.50,31.50,19.00
19.50,32.50,18.00
19.50,33.50,17.00
19.50,34.50,18.00
19.50,35.50,36.00
19.50,36.50,29.00
19.50,37.50,25.00
19.50,38.50,27.00
19.50,39.50,5877.00
19.50,40.50,8479.00
19.50,41.50,22435.00
19.50,42.50,8739.00
19.50,43.50,3327.00
19.50,44.50,6091.00
19.50,45.50,17751.00
19.50,46.50,16927.00
19.50,47.50,209711.00
19.50,48.50,32054.00
19.50,49.50,70386.00
19.50,50.50,160726.00
19.50,51.50,67466.00
19.50,52.50,17613.00
19.50,53.50,9653.00
19.50,54.50,10554.00
19.50,55.50,672.00
19.50,56.50,161.00
19.50,57.50,3223.00
19.50,58.50,976.00
19.50,59.50,40422.00
19.50,60.50,10582.00
19.50,61.50,1390.00
19.50,62.50,582.00
19.50,63.50,10244.00
19.50,64.50,5288.00
19.50,65.50,4049.00
19.50,66.50,3001.00
19.50,67.50,3091.00
19.50,68.50,2283.00
19.50,69.50,27144.00
19.50,70.50,3876.00
19.50,71.50,102.00
19.50,72.50,41.00
19.50,73.50,7.00
19.50,74.50,383.00
19.50,75.50,5.00
19.50,76.50,8.00
19.50,77.50,2.00
19.50,78.50,11.00
19.50,79.50,7.00
19.50,80.50,3.00
19.50,82.50,25.00
20.50,-80.50,49.00
20.50,-72.50,5.00
20.50,-56.50,25.00
20.50,-35.50,2.00
20.50,-34.50,1159.00
20.50,-33.50,1147.00
20.50,-32.50,347.00
20.50,-31.50,236.00
20.50,-30.50,132.00
20.50,-29.50,149.00
20.50,-28.50,372.00
20.50,-27.50,78.00
20.50,-26.50,57.00
20.50,-25.50,49.00
20.50,-24.50,6.00
20.50,-23.50,4.00
20.50,-21.50,3.00
20.50,-19.50,3.00
20.50,-18.50,3.00
20.50,-17.50,15.00
20.50,-15.50,13.00
20.50,-14.50,13.00
20.50,-13.50,7.00
20.50,-12.50,8.00
20.50,-11.50,13.00
20.50,-10.50,16.00
20.50,-9.50,77.00
20.50,-8.50,58.00
20.50,-7.50,51.00
20.50,-6.50,75.00
20.50,-5.50,10.00
20.50,-4.50,72.00
20.50,-3.50,8.00
20.50,-2.50,9.00
20.50,-1.50,41.00
20.50,-0.50,76.00
20.50,0.50,20.00
20.50,1.50,10.00
20.50,2.50,39.00
20.50,3.50,31.00
20.50,4.50,60.00
20.50,5.50,101.00
20.50,6.50,62.00
20.50,7.50,17.00
20.50,8.50,49.00
20.50,9.50,37.00
20.50,10.50,32.00
20.50,11.50,67.00
20.50,12.50,28.00
20.50,13.50,296.00
20.50,14.50,44.00
20.50,15.50,20.00
20.50,19.50,16.00
20.50,20.50,73.00
20.50,23.50,2.00
20.50,24.50,3.00
20.50,30.50,58.00
20.50,31.50,75.00
20.50,32.50,1016.00
20.50,33.50,19.00
20.50,34.50,20.00
20.50,35.50,33.00
20.50,36.50,25.00
20.50,37.50,3029.00
20.50,38.50,9196.00
20.50,39.50,8948.00
20.50,40.50,5587.00
20.50,41.50,8257.00
20.50,42.50,26626.00
20.50,43.50,13214.00
20.50,44.50,52596.00
20.50,45.50,7608.00
20.50,46.50,22125.00
20.50,47.50,11039.00
20.50,48.50,21064.00
20.50,49.50,57967.00
20.50,50.50,47541.00
20.50,51.50,19478.00
20.50,52.50,139132.00
20.50,53.50,15457.00
20.50,54.50,17616.00
20.50,55.50,726.00
20.50,56.50,997.00
20.50,57.50,315.00
20.50,58.50,1501.00
20.50,59.50,1242.00
20.50,60.50,33203.00
20.50,61.50,124.00
20.50,62.50,1064.00
20.50,63.50,34446.00
20.50,64.50,17654.00
20.50,65.50,6628.00
20.50,66.50,2545.00
20.50,67.50,13342.00
20.50,68.50,1696.00
20.50,69.50,12710.00
20.50,70.50,3816.00
20.50,71.50,60.00
20.50,72.50,223.00
20.50,73.50,7.00
20.50,74.50,3.00
20.50,75.50,3.00
20.50,76.50,29.00
20.50,77.50,199.00
20.50,78.50,30.00
20.50,79.50,29.00
20.50,80.50,33.00
21.50,-37.50,2.00
21.50,-35.50,2.00
21.50,-34.50,874.00
21.50,-33.50,669.00
21.50,-32.50,522.00
21.50,-31.50,232.00
21.50,-30.50,199.00
21.50,-29.50,989.00
21.50,-28.50,1694.00
21.50,-27.50,105.00
21.50,-26.50,45.00
21.50,-24.50,17.00
21.50,-23.50,2.00
21.50,-22.50,2.00
21.50,-21.50,64.00
21.50,-20.50,2.00
21.50,-18.50,28.00
21.50,-17.50,3.00
21.50,-16.50,3.00
21.50,-15.50,5.00
21.50,-14.50,12.00
21.50,-13.50,11.00
21.50,-12.50,5.00
21.50,-11.50,34.00
21.50,-10.50,12.00
21.50,-9.50,13.00
21.50,-8.50,65.00
21.50,-7.50,48.00
21.50,-6.50,40.00
21.50,-5.50,26.00
21.50,-4.50,30.00
21.50,-3.50,7.00
21.50,-2.50,5.00
21.50,-1.50,8.00
21.50,-0.50,16.00
21.50,0.50,10.00
21.50,1.50,10.00
21.50,2.50,57.00
21.50,3.50,6.00
21.50,4.50,85.00
21.50,5.50,60.00
21.50,6.50,46.00
21.50,7.50,92.00
21.50,8.50,17.00
21.50,10.50,32.00
21.50,11.50,44.00
21.50,12.50,89.00
21.50,13.50,140.00
21.50,14.50,11.00
21.50,15.50,5.00
21.50,17.50,20.00
21.50,18.50,5.00
21.50,21.50,15.00
21.50,25.50,11.00
21.50,27.50,26.00
21.50,28.50,3.00
21.50,29.50,64.00
21.50,30.50,4.00
21.50,31.50,18.00
21.50,32.50,245.00
21.50,33.50,17.00
21.50,34.50,29.00
21.50,35.50,48.00
21.50,36.50,1119.00
21.50,37.50,2803.00
21.50,38.50,8035.00
21.50,39.50,6973.00
21.50,40.50,4744.00
21.50,41.50,10151.00
21.50,42.50,31679.00
21.50,43.50,8488.00
21.50,44.50,3712.00
21.50,45.50,30584.00
21.50,46.50,17411.00
21.50,47.50,27770.00
21.50,48.50,37663.00
21.50,49.50,26036.00
21.50,50.50,28396.00
21.50,51.50,22435.00
21.50,52.50,148838.00
21.50,53.50,9186.00
21.50,54.50,5150.00
21.50,55.50,36945.00
21.50,56.50,19314.00
21.50,57.50,8624.00
21.50,58.50,2287.00
21.50,59.50,1801.00
21.50,60.50,12814.00
21.50,61.50,18490.00
21.50,62.50,22492.00
21.50,63.50,50418.00
21.50,64.50,11712.00
21.50,65.50,22202.00
21.50,66.50,2331.00
21.50,67.50,2418.00
21.50,68.50,2990.00
21.50,69.50,5393.00
21.50,70.50,3427.00
21.50,71.50,64.00
21.50,72.50,29.00
21.50,73.50,27.00
21.50,74.50,3.00
21.50,75.50,5.00
21.50,76.50,3.00
21.50,77.50,2.00
21.50,78.50,70.00
21.50,79.50,9.00
22.50,-71.50,2.00
22.50,-59.50,25.00
22.50,-53.50,25.00
22.50,-43.50,12.00
22.50,-39.50,3.00
22.50,-38.50,2.00
22.50,-36.50,2.00
22.50,-34.50,2264.00
22.50,-33.50,3153.00
22.50,-32.50,378.00
22.50,-31.50,213.00
22.50,-30.50,277.00
22.50,-29.50,277.00
22.50,-28.50,179.00
22.50,-27.50,361.00
22.50,-26.50,160.00
22.50,-25.50,30.00
22.50,-23.50,3.00
22.50,-22.50,2.00
22.50,-21.50,2.00
22.50,-19.50,8.00
22.50,-18.50,4.00
22.50,-17.50,8.00
22.50,-16.50,13.00
22.50,-15.50,76.00
22.50,-14.50,53.00
22.50,-13.50,36.00
22.50,-12.50,13.00
22.50,-11.50,24.00
22.50,-10.50,20.00
22.50,-9.50,12.00
22.50,-8.50,6.00
22.50,-7.50,55.00
22.50,-6.50,166.00
22.50,-5.50,180.00
22.50,-4.50,4.00
22.50,-3.50,9.00
22.50,-2.50,4.00
22.50,-1.50,13.00
22.50,-0.50,35.00
22.50,0.50,26.00
22.50,1.50,28.00
22.50,2.50,35.00
22.50,3.50,34.00
22.50,4.50,87.00
22.50,5.50,39.00
22.50,6.50,26.00
22.50,7.50,6.00
22.50,8.50,43.00
22.50,10.50,48.00
22.50,11.50,16.00
22.50,12.50,130.00
22.50,13.50,260.00
22.50,14.50,159.00
22.50,15.50,29.00
22.50,16.50,42.00
22.50,22.50,21.00
22.50,25.50,25.00
22.50,26.50,3.00
22.50,27.50,2.00
22.50,29.50,2.00
22.50,31.50,17.00
22.50,32.50,146.00
22.50,33.50,18.00
22.50,34.50,28.00
22.50,35.50,25.00
22.50,36.50,2259.00
22.50,37.50,8974.00
22.50,38.50,11250.00
22.50,39.50,7496.00
22.50,40.50,25140.00
22.50,41.50,4243.00
22.50,42.50,3175.00
22.50,43.50,3642.00
22.50,44.50,3768.00
22.50,45.50,4556.00
22.50,46.50,3667.00
22.50,47.50,8127.00
22.50,48.50,11941.00
22.50,49.50,12363.00
22.50,50.50,25208.00
22.50,51.50,40559.00
22.50,52.50,9238.00
22.50,53.50,7935.00
22.50,54.50,8599.00
22.50,55.50,26086.00
22.50,56.50,20171.00
22.50,57.50,12853.00
22.50,58.50,12316.00
22.50,59.50,5079.00
22.50,60.50,85475.00
22.50,61.50,14131.00
22.50,62.50,18744.00
22.50,63.50,64834.00
22.50,64.50,433.00
22.50,65.50,20916.00
22.50,66.50,3276.00
22.50,67.50,2510.00
22.50,68.50,1575.00
22.50,69.50,3026.00
22.50,70.50,7643.00
22.50,71.50,379.00
22.50,72.50,51.00
22.50,73.50,5.00
22.50,74.50,69.00
22.50,75.50,3.00
22.50,76.50,3.00
22.50,77.50,52.00
22.50,78.50,36.00
22.50,79.50,28.00
22.50,80.50,32.00
23.50,-71.50,8.00
23.50,-69.50,25.00
23.50,-55.50,2.00
23.50,-52.50,2.00
23.50,-35.50,25.00
23.50,-34.50,1710.00
23.50,-33.50,1030.00
23.50,-32.50,305.00
23.50,-31.50,153.00
23.50,-30.50,159.00
23.50,-29.50,275.00
23.50,-28.50,197.00
23.50,-27.50,2114.00
23.50,-26.50,249.00
23.50,-25.50,171.00
23.50,-24.50,5.00
23.50,-21.50,2.00
23.50,-20.50,4.00
23.50,-19.50,175.00
23.50,-18.50,11.00
23.50,-17.50,15.00
23.50,-16.50,49.00
23.50,-15.50,144.00
23.50,-14.50,87.00
23.50,-13.50,52.00
23.50,-12.50,6.00
23.50,-11.50,6.00
23.50,-10.50,7.00
23.50,-9.50,10.00
23.50,-8.50,2.00
23.50,-7.50,60.00
23.50,-6.50,182.00
23.50,-5.50,19.00
23.50,-4.50,6.00
23.50,-3.50,79.00
23.50,-2.50,9.00
23.50,-1.50,13.00
23.50,-0.50,38.00
23.50,0.50,11.00
23.50,1.50,7.00
23.50,2.50,37.00
23.50,3.50,20.00
23.50,4.50,10.00
23.50,5.50,2.00
23.50,6.50,7.00
23.50,7.50,17.00
23.50,10.50,92.00
23.50,11.50,12.00
23.50,12.50,44.00
23.50,13.50,83.00
23.50,15.50,3.00
23.50,18.50,3.00
23.50,21.50,4.00
23.50,23.50,22.00
23.50,24.50,32.00
23.50,28.50,21.00
23.50,29.50,27.00
23.50,31.50,22.00
23.50,32.50,107.00
23.50,33.50,17.00
23.50,34.50,19.00
23.50,35.50,3812.00
23.50,36.50,650.00
23.50,37.50,77040.00
23.50,38.50,51025.00
23.50,39.50,4287.00
23.50,40.50,10557.00
23.50,41.50,5735.00
23.50,42.50,73018.00
23.50,43.50,4704.00
23.50,44.50,8820.00
23.50,45.50,5988.00
23.50,46.50,34705.00
23.50,47.50,7345.00
23.50,48.50,3497.00
23.50,49.50,100093.00
23.50,50.50,7504.00
23.50,51.50,5414.00
23.50,52.50,12323.00
23.50,53.50,24687.00
23.50,54.50,49678.00
23.50,55.50,31563.00
23.50,56.50,30983.00
23.50,57.50,4018.00
23.50,58.50,10642.00
23.50,59.50,11118.00
23.50,60.50,24976.00
23.50,61.50,78708.00
23.50,62.50,11916.00
23.50,63.50,14257.00
23.50,64.50,3171.00
23.50,65.50,5054.00
23.50,66.50,5263.00
23.50,67.50,3002.00
23.50,68.50,2293.00
23.50,69.50,19922.00
23.50,70.50,14866.00
23.50,71.50,1361.00
23.50,72.50,26.00
23.50,73.50,6.00
23.50,74.50,17.00
23.50,77.50,32.00
23.50,78.50,2.00
23.50,79.50,7.00
23.50,84.50,25.00
23.50,85.50,2.00
24.50,-75.50,25.00
24.50,-72.50,2.00
24.50,-63.50,25.00
24.50,-41.50,3.00
24.50,-35.50,2.00
24.50,-34.50,957.00
24.50,-33.50,654.00
24.50,-32.50,487.00
24.50,-31.50,509.00
24.50,-30.50,633.00
24.50,-29.50,586.00
24.50,-28.50,1258.00
24.50,-27.50,404.00
24.50,-26.50,276.00
24.50,-25.50,74.00
24.50,-24.50,31.00
24.50,-23.50,2.00
24.50,-22.50,7.00
24.50,-21.50,4.00
24.50,-20.50,24.00
24.50,-19.50,2.00
24.50,-18.50,12.00
24.50,-17.50,129.00
24.50,-16.50,42.00
24.50,-15.50,43.00
24.50,-14.50,48.00
24.50,-13.50,31.00
24.50,-12.50,13.00
24.50,-11.50,30.00
24.50,-10.50,33.00
24.50,-9.50,6.00
24.50,-8.50,26.00
24.50,-7.50,20.00
24.50,-6.50,67.00
24.50,-5.50,10.00
24.50,-4.50,10.00
24.50,-3.50,14.00
24.50,-2.50,2.00
24.50,-1.50,6.00
24.50,-0.50,7.00
24.50,0.50,15.00
24.50,1.50,3.00
24.50,2.50,45.00
24.50,3.50,13.00
24.50,4.50,26.00
24.50,5.50,24.00
24.50,6.50,5.00
24.50,7.50,17.00
24.50,9.50,9.00
24.50,10.50,214.00
24.50,11.50,182.00
24.50,12.50,208.00
24.50,13.50,11.00
24.50,14.50,9.00
24.50,15.50,4.00
24.50,23.50,21.00
24.50,29.50,15.00
24.50,31.50,42.00
24.50,32.50,39.00
24.50,33.50,20.00
24.50,34.50,367.00
24.50,35.50,11824.00
24.50,36.50,1833.00
24.50,37.50,17206.00
24.50,38.50,2775.00
24.50,39.50,271.00
24.50,40.50,4063.00
24.50,41.50,6047.00
24.50,42.50,20122.00
24.50,43.50,4717.00
24.50,44.50,8769.00
24.50,45.50,16203.00
24.50,46.50,14212.00
24.50,47.50,3476.00
24.50,48.50,8389.00
24.50,49.50,24162.00
24.50,50.50,3510.00
24.50,51.50,1849.00
24.50,52.50,2209.00
24.50,53.50,3327.00
24.50,54.50,27526.00
24.50,55.50,28048.00
24.50,56.50,329064.00
24.50,57.50,19745.00
24.50,58.50,18490.00
24.50,59.50,96052.00
24.50,60.50,196208.00
24.50,61.50,20700.00
24.50,62.50,6512.00
24.50,63.50,4821.00
24.50,64.50,10835.00
24.50,65.50,12004.00
24.50,66.50,2176.00
24.50,67.50,7413.00
24.50,68.50,1212.00
24.50,69.50,4425.00
24.50,70.50,6910.00
24.50,71.50,1016.00
24.50,72.50,31.00
